date,operating_income,expenses,assets,liabilities,equity,revenue,cash_flow,net_income,debt_to_equity,roa,profit_margin,interest_expense,tax_expense,dividend_payout,roa_calc,profit_margin_calc,debt_to_equity_calc,anomaly_dividend,anomaly_leverage,anomaly_neg_equity,balance_diff,operating_margin,roe,cost_to_income_ratio,liquidity_ratio
2015-02-07,1879049.03,2130772.55,118587206.0,149347099.6,96387652.24,12319635.35,3601373.98,-251723.52,1.55,-0.002122686995425122,-0.02,1696661.54,216375.84,2619523.18,-0.002122686995425122,-0.020432708667793485,1.5494422379760207,True,False,False,-127147545.83999997,0.15252472793360722,-0.0026115743474405015,1.1339632526778718,0.024114120660164464
2015-02-19,2663690.1,3179232.58,368935114.0,150130232.0,66827702.91,4619868.91,1315119.05,-515542.48,2.25,-0.0013973798113453629,-0.11,1203436.4,849947.55,2455999.61,-0.0013973798113453629,-0.11159244776060107,2.2465268962212788,True,False,False,151977179.09,0.5765726586384894,-0.007714502482515451,1.1935444667530957,0.00875985491050197
2015-02-28,1407045.6,3041785.1,228641682.7,205781176.1,45267343.59,13568873.89,7382354.58,-1634739.5,4.55,-0.01,-0.12,1929191.91,109569.43,2189082.32,-0.007149787740781004,-0.12047716805775398,4.545907927883338,True,False,False,-22406836.99000001,0.11619472356977913,-0.03611299825336183,2.1618241086145322,0.03587478077398354
2015-03-10,1670955.79,4378035.29,102364879.1,200707494.2,66558381.1,10759905.68,4973503.07,-2707079.5,3.02,-0.02,-0.25,206806.42,1404347.84,1506090.35,-0.026445393418141595,-0.2515895195096171,3.015510456879186,True,False,False,-164900996.2,0.15529465031518752,-0.04067225577396143,2.6200784701790343,0.02477985732333457
2015-03-14,1049699.05,3397997.94,440625510.6,365592752.2,75109929.61,9725143.76,1975161.48,-2348298.89,4.87,-0.01,-0.24,1316849.82,988903.7,1960581.08,-0.0053294664823249115,-0.24146675339223986,4.867435691902521,True,False,False,-77171.20999997854,0.11619472356977913,-0.03126482613142207,3.2326774021629747,0.005402627563359009
2015-03-19,1666401.87,3465157.74,231341080.4,320393721.8,53658519.4,5586995.03,5720598.96,-1798755.87,5.97,-0.01,-0.32,416356.74,219743.4,374213.4,-0.007775341356968955,-0.32195408450184354,5.970975818613438,True,False,False,-142711160.79999998,0.29826442677182763,-0.03352227922263543,2.079425018888151,0.01785490342276738
2015-03-26,3798840.9,4099622.38,109636102.7,195816729.9,51967878.05,4843280.56,1323973.35,-300781.49,3.77,-0.002743452955665853,-0.06,374056.04,332518.71,702689.14,-0.002743452955665853,-0.06210284254108955,3.7680339711311346,True,False,False,-138148505.25,0.7843528478143749,-0.005787834741118509,1.0791771721737544,0.006761288224331643
2015-04-01,2076348.21,3750201.19,128677382.3,128597751.1,16027625.08,11543966.37,2870759.84,-1673852.98,8.02,-0.01,-0.14,542470.38,925499.5,2194883.17,-0.013008136706554685,-0.14499808179881246,8.023506318504426,True,False,False,-15947993.88000001,0.17986436753626822,-0.10443549631621406,1.8061523457089117,0.022323561768725207
2015-04-11,1282862.67,1435488.15,484619972.5,334457190.4,49012500.95,10207879.24,545352.82,-152625.48,6.82,-0.00031493848512403194,-0.01,660152.75,341704.09,474205.59,-0.00031493848512403194,-0.014951732520691537,6.8239160197353685,True,False,False,101150281.15000004,0.12567377021595721,-0.003114011263283638,1.1189725787250477,0.00244319789040753
2015-04-16,3243630.06,4517022.7,97549107.92,61520399.92,41546848.09,10629718.17,1712709.15,-1273392.64,1.48,-0.01,-0.12,604802.57,1221057.51,2749809.73,-0.013053862481698026,-0.11979552229276083,1.480747704055256,True,False,False,-5518140.090000004,0.3051473245221515,-0.030649560641556717,1.392582574598535,0.027839694674078444
2015-04-20,1692819.19,2208615.84,342590491.6,359374278.0,51781466.78,9499455.62,4600079.49,-515796.65,6.94,-0.0015055778331473108,-0.05,1823272.49,1040604.57,190519.32,-0.0015055778331473108,-0.054297495628491614,6.940210471959906,True,False,False,-68565253.17999995,0.178201705204661,-0.00996102818391426,1.304696835342468,0.012800246905817785
2015-04-28,2679130.53,4768039.88,362765853.0,201200518.0,10478212.81,7285676.99,3290616.91,-2088909.35,19.2,-0.01,-0.29,677096.59,1104386.07,1999230.66,-0.00575828549662308,-0.2867145157364436,19.201797257637487,True,True,False,151087122.19,0.3677256806302635,-0.12440451949939331,1.7796967436297328,0.016354912714489134
2015-05-03,3862031.27,4525485.02,186473816.4,133770323.6,78986354.46,11071826.21,4980719.32,-663453.75,1.69,-0.0035578922703916943,-0.06,1611598.91,1199182.66,1498833.0,-0.0035578922703916943,-0.059922702670384485,1.6935877660709548,True,False,False,-26282861.659999996,0.34881610284957676,-0.008399599583191095,1.1717888084318901,0.03723336526338492
2015-05-04,1990467.32,4099348.65,95470614.95,156311899.7,62534222.9,13703433.45,7106713.7,-2108881.33,2.5,-0.02,-0.15,368628.75,321015.58,2138312.69,-0.02208932383125914,-0.1538943752815467,2.4996216863518423,True,False,False,-123375507.64999999,0.14525318251536443,-0.03372363535039627,2.059490557222512,0.04546495637017711
2015-05-09,1062569.17,3350651.99,416286621.3,23368048.34,22629206.64,5845713.27,6079288.9,-2288082.81,1.03,-0.01,-0.39,417012.3,579781.92,648502.22,-0.0054964120702574205,-0.39141208340517875,1.0326499161792975,True,False,False,370289366.32,0.18176895118223957,-0.10111193230943955,3.1533495273535936,0.24811887556777307
2015-05-12,2998970.29,4257186.07,330753126.3,334818333.8,76802786.85,4832587.94,3065994.5,-1258215.77,4.36,-0.0038040933552923456,-0.26,772722.67,1357365.28,2598712.36,-0.0038040933552923456,-0.2603606567788604,4.35945552931456,True,False,False,-80867994.34999996,0.6205723159587241,-0.016382423367753095,1.4195492646911152,0.009157188213687956
2015-05-13,2078788.31,4929809.81,287168658.8,131955370.6,25289290.54,10603849.61,7711630.49,-2851021.51,5.22,-0.01,-0.27,1346059.46,1392979.83,2832337.82,-0.009928038532873489,-0.2688666488924299,5.2178360002344295,True,False,False,129923997.66000003,0.1960409083923249,-0.11273631838309371,2.3714823612799707,0.058441202165059894
2015-05-24,3707904.79,4233838.12,54964068.99,253169563.4,24082904.44,12809738.33,3224415.14,-525933.33,10.51,-0.01,-0.04,1984086.25,439468.45,1519035.97,-0.009568675312151411,-0.041057304720134746,10.512418218938047,True,True,False,-222288398.85000002,0.28945983863824953,-0.021838451060182836,1.141841109679626,0.012736187939406937
2015-05-29,1463308.76,4432505.35,392130420.4,174700465.9,38244412.74,11476209.6,6538229.84,-2969196.59,4.57,-0.01,-0.26,1972641.39,259432.9,2149263.31,-0.007571961866593302,-0.2587262426785931,4.567999699398705,True,False,False,179185541.75999996,0.12750801972107587,-0.07763739530230788,3.0290978029817848,0.03742537151413515
2015-06-01,3156057.02,3492665.04,146840842.4,62179277.54,48236575.86,2000399.34,884475.94,-336608.02,1.29,-0.0022923323953908344,-0.17,1617256.09,806654.77,222381.36,-0.0022923323953908344,-0.16827041144694638,1.2890483296423603,True,False,False,36424989.0,1.5777134879478614,-0.006978273519599698,1.1066546066395213,0.014224609467857125
2015-06-18,1366976.27,3048820.88,219149728.3,325323442.5,27183392.66,6093939.78,7678511.24,-1681844.61,11.97,-0.01,-0.28,609194.81,610370.72,648325.2,-0.00767440883019338,-0.2759864177719196,11.96772774351706,True,True,False,-133357106.86000001,0.2243173249736314,-0.06187029820140192,2.230339287455224,0.023602698843321137
2015-06-21,1149290.46,4715733.83,403257444.7,364322180.8,63577293.93,14835370.06,7234664.12,-3566443.37,5.73,-0.01,-0.24,1470003.86,58503.86,1936479.86,-0.008844085625383125,-0.24040137560275998,5.730382000862238,True,False,False,-24642030.03000003,0.11619472356977913,-0.05609618072022274,3.2326774021629747,0.019857874434418735
2015-06-29,2237688.5,3185792.82,428392210.7,266170629.5,72905394.56,5974671.45,794487.89,-948104.32,3.65,-0.002213168905314085,-0.16,546559.47,874936.04,358744.29,-0.002213168905314085,-0.15868727308846411,3.6509044509860753,True,False,False,89316186.63999999,0.3745291299657992,-0.013004583895636487,1.4236980795137482,0.0029848818838218213
2015-07-01,2021261.69,3969104.92,455792896.5,357690450.5,48911160.38,10742594.41,2317652.71,-1947843.23,7.31,-0.004273526956995917,-0.18,869874.57,1415763.1,606881.47,-0.004273526956995917,-0.18131962872830829,7.3130640884623395,True,False,False,49191285.620000005,0.1881539610318398,-0.03982410588640383,1.9636769150856463,0.006479492831749502
2015-07-04,3321474.65,3776849.4,346709265.0,242628619.6,13030876.35,3731729.01,4629953.44,-455374.75,18.62,-0.001313419616865445,-0.12,132134.32,1020273.53,2093566.9,-0.001313419616865445,-0.12202781841332043,18.619516683542162,True,True,False,91049769.05000001,0.8900631962019129,-0.03494582695506891,1.1371001732618975,0.01908247035173752
2015-07-09,3176670.62,4185960.43,283283609.9,291302000.4,70016265.22,11107949.45,6273099.67,-1009289.81,4.16,-0.0035628245854261833,-0.09,501719.39,1196244.73,1329043.74,-0.0035628245854261833,-0.0908619376189185,4.1604904158296945,True,False,False,-78034655.72000003,0.2859817317587811,-0.01441507636587989,1.3177193768990756,0.021534694788865584
2015-07-10,1837924.91,4097371.46,117576050.4,332563221.9,39072461.12,11795137.44,7815577.76,-2259446.55,8.51,-0.02,-0.19,603824.41,708240.31,1984605.37,-0.01921689444672824,-0.19155745844365507,8.511448021628999,True,False,False,-254059632.61999997,0.15582055905234116,-0.057827085503028584,2.229346497077511,0.023501028512257147
2015-07-21,1757259.68,2938554.26,381878761.8,40646173.23,18542614.31,4551194.32,4050767.45,-1181294.58,2.19,-0.0030933759563687786,-0.26,290294.5,914770.72,2102784.41,-0.0030933759563687786,-0.25955705182898015,2.1920411302563516,True,False,False,322689974.26,0.38610956958656073,-0.0637070134906991,1.6722367749312952,0.09965925763978742
2015-07-22,2454658.43,4428256.26,208963133.8,304485189.0,99900335.08,3632147.27,6909105.45,-1973597.83,3.05,-0.01,-0.54,616263.44,580740.99,1759982.41,-0.009444717803136238,-0.5433694405238144,3.047889566698338,True,False,False,-195422390.27999997,0.6758146758735364,-0.019755667770478914,1.8040213684638802,0.02269110518213088
2015-07-25,1082773.46,3464525.15,398594089.0,214229072.9,82599854.77,8220383.91,1161008.23,-2381751.69,2.59,-0.01,-0.29,267954.24,219284.46,728761.4,-0.005975381360961427,-0.28973728186862746,2.5935768712490197,True,False,False,101765161.32999998,0.13171811339404949,-0.028834816921070962,3.1996768280596757,0.005419470916265165
2015-07-26,1913243.89,3615244.54,347616775.0,37803725.24,87222094.39,9612328.47,6325988.28,-1702000.65,0.43,-0.004896198263159192,-0.18,750228.5,237144.43,2041872.64,-0.004896198263159192,-0.17706434557578116,0.4334191411520863,True,False,False,222590955.37,0.19904062745787543,-0.019513411847114897,1.8895889640081382,0.16733769595030523
2015-07-28,1045554.25,1623506.04,128349200.9,288651065.2,31734683.67,3118418.04,1863632.4,-577951.79,9.1,-0.004502963679924243,-0.19,1296398.83,1408026.82,609574.21,-0.004502963679924243,-0.18533493027124742,9.095759964132643,True,False,False,-192036547.97,0.3352835433186501,-0.018211991523531704,1.5527707337998005,0.006456350329796046
2015-07-29,2447272.46,2702412.34,94278042.37,43822056.22,13631574.42,2741349.88,3727598.99,-255139.87,3.21,-0.0027062491284947114,-0.09,890705.8,497110.58,1831638.2,-0.0027062491284947114,-0.09307088885713487,3.2147465046814454,True,False,False,36824411.730000004,0.8927253240655294,-0.01871683065645472,1.1042547914750775,0.08506216530064961
2015-08-04,3135241.79,4663617.43,485537015.7,58719107.47,60956262.21,12660877.53,2088093.97,-1528375.64,0.96,-0.003147804576333973,-0.12,207588.56,1106316.2,1675876.97,-0.003147804576333973,-0.12071640661387868,0.9632990170510654,True,False,False,365861646.02,0.24763226581814982,-0.025073316253129228,1.487482542773838,0.03556072392733186
2015-08-11,1843072.91,4659782.88,326755835.6,184850619.4,78607236.21,13673158.81,7648400.86,-2816709.97,2.35,-0.01,-0.21,1446308.74,753355.72,1232091.69,-0.0086202285104652,-0.20600287096350928,2.3515725563250918,True,False,False,63297979.99000001,0.1347949611067232,-0.03583270581445113,2.528268336383936,0.04137611702262979
2015-08-12,4309442.23,4869762.1,398585201.3,365778394.7,13504421.5,12529017.46,5894339.0,-560319.88,26.25839999999999,-0.001405771910679314,-0.04,1490558.2,834199.24,1305746.92,-0.001405771910679314,-0.04472177341829644,27.085824794494158,True,True,False,19302385.100000024,0.3439569179114226,-0.041491587033180205,1.1300214366720955,0.01611450836191228
2015-08-13,3386821.31,4749199.2,339756914.1,163380860.5,85340766.5,9580692.85,7476239.02,-1362377.89,1.91,-0.004009860678211286,-0.14,430531.04,1236622.93,1460614.74,-0.004009860678211286,-0.14220035140777945,1.9144526959457295,True,False,False,91035287.10000002,0.3535048417714383,-0.015963975317704698,1.4022585679313564,0.045759576716147846
2015-08-26,1218843.7,3761450.47,202220377.7,309194360.3,63716668.92,11964855.11,7773641.48,-2542606.77,4.85,-0.01,-0.21,880790.85,901686.31,759848.24,-0.012573444867025387,-0.21250627329995309,4.852644771625013,True,False,False,-170690651.52000004,0.11619472356977913,-0.03990489165703862,3.0860810701158816,0.02514160178231427
2015-09-02,1139109.55,4486899.87,474384127.0,38310684.71,98300611.71,7359636.46,5175346.74,-3347790.32,0.39,-0.01,-0.45,1759715.1,438119.23,1085015.8,-0.007057129717158516,-0.45488528383098964,0.3897298708885115,True,False,False,337772830.58000004,0.15477796439961655,-0.034056658059020334,3.2326774021629747,0.1350888604360838
2015-09-08,3650040.03,4436157.53,178658055.2,99375435.12,50928790.83,6911909.78,1981669.29,-786117.5,1.95,-0.004400123459980438,-0.11,408771.02,178721.24,1655590.11,-0.004400123459980438,-0.11373376172742809,1.9512624097382287,True,False,False,28353829.25,0.5280798138542833,-0.015435620740026119,1.215372295519729,0.019941238874647958
2015-09-11,3852298.05,4094524.56,430931452.4,39894907.67,43581035.66,8577111.51,1137247.17,-242226.51,0.92,-0.0005620998621728824,-0.03,1741200.28,308580.69,1851614.49,-0.0005620998621728824,-0.028241035425223243,0.9154189905270371,True,False,False,347455509.07,0.4491369904085577,-0.005558071448548041,1.0628784447247015,0.028506073492060795
2015-09-12,2525434.72,4990703.5,463516940.1,311675698.8,94752278.8,4104999.09,3771845.2,-2465268.78,3.29,-0.01,-0.6,872870.12,397086.26,2626867.42,-0.005318616358375463,-0.6005528200981891,3.2893741738694735,True,False,False,57088962.5,0.6152095687797096,-0.026018042111721748,1.9761760066401557,0.012101826400076078
2015-09-17,1874588.44,3323774.58,377820804.7,269794323.2,68377506.11,7209154.17,3102517.52,-1449186.14,3.95,-0.0038356440989285733,-0.2,1214543.3,479456.31,845578.66,-0.0038356440989285733,-0.20102027308981796,3.945659011985279,True,False,False,39648975.389999986,0.2600289015597512,-0.02119390165632351,1.773068962273127,0.011499565606871895
2015-09-20,2260756.14,3957230.36,129842946.3,101981458.1,67234629.41,7392733.52,4267788.65,-1696474.23,1.52,-0.01,-0.23,114179.97,552742.2,2750062.12,-0.01306558637448294,-0.2294786123983,1.5167995866848938,True,False,False,-39373141.20999999,0.30580787659718056,-0.025232149636087362,1.7504012440722596,0.041848672587276925
2015-10-11,1845837.46,4456032.38,392504691.7,164055738.5,92917676.1,2761348.97,2298649.64,-2610194.93,1.77,-0.01,-0.6108,1991725.84,498584.42,1539336.04,-0.006650098674476558,-0.9452607976600654,1.76560311649895,True,False,False,135531277.1,0.6684549761923064,-0.028091478818205187,2.414097923876786,0.014011394304259586
2015-10-13,1323480.46,2603306.8,257700863.5,27344499.75,63355616.25,9737986.53,4286835.88,-1279826.34,0.43,-0.004966325384470433,-0.13,1023182.65,73380.74,2068114.27,-0.004966325384470433,-0.1314261768649212,0.4316034057990873,True,False,False,167000747.5,0.13590904607669446,-0.020200676999965257,1.9670156671599064,0.15677141360027988
2015-10-16,3578871.27,4960258.82,376907771.8,207288542.1,12856938.88,6491251.1,4826059.4,-1381387.55,16.12,-0.0036650545660093497,-0.21,1621554.39,838052.42,1837904.8,-0.0036650545660093497,-0.21280759729045148,16.122697948144868,True,True,False,156762290.82000002,0.5513376720244269,-0.10744295845948675,1.385984140189541,0.023281843516810573
2015-10-18,1274502.25,4742292.98,94630144.81,221756317.8,17610884.03,9023625.61,773457.88,-3467790.73,12.59,-0.02,-0.38,1465528.61,1195690.49,417132.12,-0.03664572993059124,-0.3843012642453813,12.592003753033628,True,True,False,-144737057.02,0.1412405949763246,-0.12440451949939331,3.2326774021629747,0.0034878730296089
2015-10-19,1336133.7,3423409.92,230672442.1,246150036.5,64616226.0,3030643.7,895579.64,-2087276.22,3.81,-0.01,-0.6108,1213847.45,365782.16,1252144.75,-0.00904865878644981,-0.6887237255900454,3.809415246566706,True,False,False,-80093820.4,0.4408745574413778,-0.03230266373031442,2.562176165454101,0.0036383485971979534
2015-10-27,1768127.18,2075563.67,402706303.0,313710163.1,76368347.72,9743837.71,799418.99,-307436.48,4.11,-0.0007634260445136365,-0.03,1112805.05,477316.99,2039384.44,-0.0007634260445136365,-0.031551888398601,4.107855839047345,True,False,False,12627792.179999948,0.18146106622705643,-0.004025705533491408,1.1738769096915302,0.002548272526781903
2015-11-04,3906608.26,3912073.14,215573338.1,120921476.5,51850856.58,10191210.65,1246210.02,-5464.88,2.33,-2.5350444763558634e-05,-0.0005362346229198981,1578171.45,840370.95,1048132.09,-2.5350444763558634e-05,-0.0005362346229198981,2.332101810380545,True,False,False,42801005.02000001,0.3833311266115375,-0.0001053961373148833,1.0013988809822463,0.010305944453134427
2015-11-09,1228156.69,1507179.27,498350451.9,152276325.4,97780882.01,3616495.94,5005941.12,-279022.58,1.56,-0.0005598922985545707,-0.08,1449801.45,1077905.01,165448.89,-0.0005598922985545707,-0.07715274249692647,1.5573220681771593,True,False,False,248293244.48999995,0.3395985258592603,-0.00285354942872641,1.2271880960075217,0.03287406040860505
2015-11-14,2559648.88,4448573.88,316869950.4,390193888.7,44703783.33,2523711.74,4115130.05,-1888925.0,8.73,-0.01,-0.6108,1366173.88,684783.14,793712.16,-0.005961199531907397,-0.7484709802871543,8.728431010405043,True,False,False,-118027721.63,1.0142397958651173,-0.04225425365133184,1.7379625443002167,0.010546372378384202
2015-11-20,3519405.07,4142822.34,209971854.7,194038388.4,19088029.61,8256613.37,4142257.24,-623417.26,10.17,-0.002969051546888108,-0.08,1331257.6,670120.17,2212983.95,-0.002969051546888108,-0.07550520195909331,10.165448837021163,True,True,False,-3154563.3100000024,0.42625286086273406,-0.03266011593325478,1.1771371176663106,0.02134761721201762
2015-12-01,1414023.78,3574664.44,354410571.8,378235241.3,30925539.3,6952373.99,7727638.92,-2160640.66,12.23,-0.01,-0.31,839840.58,283427.43,2537283.98,-0.006096434000335878,-0.31077739245727776,12.230513997859369,True,True,False,-54750208.80000001,0.20338718573452347,-0.06986590077024138,2.5280087156667195,0.020430774492191665
2015-12-06,1880507.45,3165835.03,84676225.61,48729915.43,15630835.8,4812326.11,7494250.32,-1285327.59,3.12,-0.02,-0.27,634440.67,1410749.08,1241677.47,-0.015179320768499238,-0.26709070844743726,3.117550209951025,True,False,False,20315474.379999995,0.3907689144533058,-0.08223025348394998,1.683500392407379,0.1537915724636422
2015-12-09,2558816.83,3551072.69,403203639.7,94416571.97,23222973.12,12666338.6,4862911.46,-992255.86,4.07,-0.002460929818833677,-0.08,137337.82,876771.46,1813656.67,-0.002460929818833677,-0.07833801790203208,4.065653931653003,True,False,False,285564094.61,0.2020170872425596,-0.0427273396422034,1.3877791674521696,0.05150485088089351
2015-12-14,1407736.09,3463033.26,116353637.0,75845829.64,53608419.56,9210931.32,7244366.89,-2055297.17,1.41,-0.02,-0.22,113474.44,157408.62,832499.42,-0.017664227977678085,-0.22313673814256602,1.4148118945217418,True,False,False,-13100612.200000003,0.15283319797894226,-0.038339074101963695,2.4600017606993365,0.09551437335955285
2015-12-20,2466409.84,3560633.47,381048401.4,151173039.2,55495788.44,14453296.18,6203000.5,-1094223.63,2.72,-0.0028716132280826832,-0.08,1270952.42,175363.39,1448078.86,-0.0028716132280826832,-0.07570754908587225,2.7240452554961485,True,False,False,174379573.76,0.17064687592944627,-0.019717237303206066,1.4436503667208855,0.04103245216756878
2015-12-21,1635118.73,3283751.2,499256380.1,368644620.4,22967090.74,9034479.72,5572987.77,-1648632.48,16.05,-0.003302176087704242,-0.18,185235.06,52071.1,1928707.22,-0.003302176087704242,-0.18248228244404094,16.05099333534483,True,True,False,107644668.96000004,0.18098648518522545,-0.07178238195962298,2.008264684241003,0.015117507381371785
2016-01-05,1624251.71,1791671.6,61788518.84,278255726.4,87598267.63,4397967.66,6267958.5,-167419.89,3.18,-0.0027095630894394813,-0.04,1668516.2,525969.88,209322.43,-0.0027095630894394813,-0.03806755823211306,3.1764980510265826,True,False,False,-304065475.18999994,0.3693187025390723,-0.0019112237550992768,1.1030750892667984,0.02252589221107221
2016-01-06,1907002.01,3276171.13,60886293.75,48970902.83,38248794.71,4629821.34,3691292.44,-1369169.12,1.28,-0.02,-0.3,1603490.36,213618.79,1164791.91,-0.022487312589953797,-0.2957282839773684,1.280325385447943,True,False,False,-26333403.78999999,0.4118953778030666,-0.03579639908606155,1.7179694162986225,0.07537725928423526
2016-01-07,1163996.43,4915337.8,424263669.7,124387449.7,58422043.48,7027191.74,4740619.55,-3751341.37,2.13,-0.01,-0.53,481731.55,1311536.14,1672669.93,-0.008842004719971902,-0.5338322204368939,2.1291184335683564,True,False,False,241454176.51999998,0.1656417631775051,-0.06421106052690918,3.2326774021629747,0.038111719160039984
2016-01-08,1849986.65,3343160.87,172881864.5,326646886.5,85609727.06,2664952.67,657568.68,-1493174.22,3.82,-0.01,-0.56,1629726.5,972353.17,529492.32,-0.00863696272780538,-0.560300464923454,3.8155347262241346,True,False,False,-239374749.06,0.694191184265948,-0.017441642103980793,1.8071270244031221,0.00244319789040753
2016-01-10,1640697.84,3353025.66,184426508.1,227699314.0,90056737.99,8652196.81,3843691.62,-1712327.83,2.53,-0.01,-0.2,649385.64,673255.32,124228.64,-0.009284607986350528,-0.19790671289642103,2.5283984195084215,True,False,False,-133329543.89000002,0.18962789174001696,-0.019013878008663148,2.04365823995965,0.01688055863005367
2016-01-16,2063483.45,4833464.02,133745638.0,38992030.89,53486277.7,2806538.42,3409795.66,-2769980.57,0.73,-0.02,-0.6108,1325785.16,564772.14,2048159.88,-0.02071081054621011,-0.9869740425645055,0.7290099922208645,True,False,False,41267329.41,0.7352414758676277,-0.05178862110271696,2.342380802714943,0.08744852684435284
2016-01-22,3538311.15,3595485.75,377572688.1,385038250.7,50859092.01,14477283.27,5574629.25,-57174.6,7.57,-0.00015142673663105983,-0.003949263058109658,1177031.02,1411142.99,1310600.02,-0.00015142673663105983,-0.003949263058109658,7.570686685171122,True,False,False,-58324654.609999955,0.24440435985197104,-0.0011241765776856228,1.0161587258938491,0.014478118056752328
2016-02-05,1928114.82,3912184.38,167767557.7,321186144.2,22710118.9,3602689.13,2783678.18,-1984069.56,14.14,-0.01,-0.55,1331688.21,132793.66,2037256.41,-0.011826300550598051,-0.5507190569062504,14.142864932336396,True,True,False,-176128705.39999998,0.5351876752130429,-0.0873650009820072,2.029020439768208,0.00866686882441176
2016-02-12,1097538.86,2506562.18,399519750.6,81435145.77,35713681.09,3853235.22,3758982.22,-1409023.32,2.28,-0.00352679265013538,-0.37,238507.06,668161.53,1911906.66,-0.00352679265013538,-0.36567280208759223,2.2802226845443334,True,False,False,282370923.74,0.28483567634368295,-0.03945332088420684,2.2838026710051977,0.04615921276320447
2016-02-14,1821580.09,4987060.25,269407037.2,292965846.6,97293387.28,9211513.44,1854931.56,-3165480.16,3.01,-0.01,-0.34,581077.92,508879.74,712503.95,-0.011749805026993557,-0.34364387357393905,3.01115887513378,True,False,False,-120852196.68,0.1977503590332926,-0.032535409121794534,2.737766117107703,0.006331562472306285
2016-02-27,1820854.93,2445506.6,471570107.9,261058201.8,29638678.11,9791676.43,1760150.39,-624651.68,8.81,-0.0013246210256661608,-0.06,1726691.88,1464104.58,555983.43,-0.0013246210256661608,-0.0637941505181049,8.80802446152009,True,False,False,180873227.98999995,0.18595946700416038,-0.02107555801516143,1.34305405648104,0.006742367709053912
